Path,Sample Name,Tissue Category,Cell ID,Total Cells,Tissue Category Area (pixels),Cell Density (per megapixel),Cell X Position,Cell Y Position,"Nucleus DAPI Mean (Normalized Counts, Total Weighting)","Nucleus MYC (Opal 520) Mean (Normalized Counts, Total Weighting)","Nucleus CD20 (Opal 540) Mean (Normalized Counts, Total Weighting)","Nucleus CD163 (Opal 570) Mean (Normalized Counts, Total Weighting)","Nucleus BCL6 (Opal 620) Mean (Normalized Counts, Total Weighting)","Nucleus STING (Opal 650) Mean (Normalized Counts, Total Weighting)","Nucleus BCL2 (Opal 690) Mean (Normalized Counts, Total Weighting)","Nucleus Autofluorescence Mean (Normalized Counts, Total Weighting)","Cytoplasm DAPI Mean (Normalized Counts, Total Weighting)","Cytoplasm MYC (Opal 520) Mean (Normalized Counts, Total Weighting)","Cytoplasm CD20 (Opal 540) Mean (Normalized Counts, Total Weighting)","Cytoplasm CD163 (Opal 570) Mean (Normalized Counts, Total Weighting)","Cytoplasm BCL6 (Opal 620) Mean (Normalized Counts, Total Weighting)","Cytoplasm STING (Opal 650) Mean (Normalized Counts, Total Weighting)","Cytoplasm BCL2 (Opal 690) Mean (Normalized Counts, Total Weighting)","Cytoplasm Autofluorescence Mean (Normalized Counts, Total Weighting)","Membrane DAPI Mean (Normalized Counts, Total Weighting)","Membrane MYC (Opal 520) Mean (Normalized Counts, Total Weighting)","Membrane CD20 (Opal 540) Mean (Normalized Counts, Total Weighting)","Membrane CD163 (Opal 570) Mean (Normalized Counts, Total Weighting)","Membrane BCL6 (Opal 620) Mean (Normalized Counts, Total Weighting)","Membrane STING (Opal 650) Mean (Normalized Counts, Total Weighting)","Membrane BCL2 (Opal 690) Mean (Normalized Counts, Total Weighting)","Membrane Autofluorescence Mean (Normalized Counts, Total Weighting)","Entire Cell DAPI Mean (Normalized Counts, Total Weighting)","Entire Cell MYC (Opal 520) Mean (Normalized Counts, Total Weighting)","Entire Cell CD20 (Opal 540) Mean (Normalized Counts, Total Weighting)","Entire Cell CD163 (Opal 570) Mean (Normalized Counts, Total Weighting)","Entire Cell BCL6 (Opal 620) Mean (Normalized Counts, Total Weighting)","Entire Cell STING (Opal 650) Mean (Normalized Counts, Total Weighting)","Entire Cell BCL2 (Opal 690) Mean (Normalized Counts, Total Weighting)","Entire Cell Autofluorescence Mean (Normalized Counts, Total Weighting)"
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1020,,,,1722,1684,20.134,1.528,4.1,10.126,18.322,3.83,2.851,11.185,5.807,1.145,2.609,8.914,8.35,3.336,2.843,8.884,1.665,1.09,2.69,8.189,7.747,3.268,2.754,8.246,12.838,1.346,3.461,9.421,13.782,3.596,2.826,10.02
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1021,,,,1872,1689,17.072,1.907,18.557,23.333,44.294,9.111,3.172,23.298,9.24,2.185,11.087,20.729,26.301,8.719,2.95,20.879,9.901,1.891,17.991,18.684,29.361,8.281,3.216,21.874,13.583,1.948,16.969,21.628,36.912,8.82,3.138,22.529
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1023,,,,1745,1689,32.917,2.923,4.397,14.645,40.657,5.79,2.962,18.646,11.577,2.362,3.596,12.866,33.454,5.158,2.556,15.579,5.585,2.34,3.529,12.517,24.528,5.341,2.464,13.748,21.909,2.666,4.021,13.763,35.298,5.55,2.758,16.833
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1024,,,,1908,1693,11.79,3.759,0.24,23.298,71.256,13.631,1.388,25.503,7.491,3.026,0.489,18.877,47.607,10.951,1.682,20.72,7.026,3.479,0.572,16.826,38.995,9.516,2.35,18,9.902,3.561,0.362,20.989,59.455,12.186,1.666,22.888
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1025,,,,1068,1690,16.674,3.758,1.657,26.75,81.986,10.528,4.178,31.325,4.184,3.492,3.022,23.553,36.817,6.861,4.143,19.61,1.321,3.072,3.222,22.973,25.13,5.654,3.682,15.813,10.623,3.547,2.293,25.236,59.799,8.668,4.057,25.396
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1026,,,,1264,1691,30.022,1.738,14.111,35.427,37.179,14.014,4.85,34.537,5.228,1.278,16.469,46.421,14.969,10.787,2.931,29.073,3.236,1.069,14.456,52.885,16.429,9.781,2.452,26.392,19.022,1.497,14.688,41.495,28.017,12.423,3.929,31.635
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1027,,,,1164,1694,53.647,2.452,4.11,11.477,30.407,5.456,4.421,15.049,14.377,2.408,4.427,11.908,16.54,4.701,4.265,16.36,5.198,2.249,3.035,11.056,14.117,4.015,3.607,12.19,35.054,2.395,3.904,11.449,24.04,4.974,4.196,14.582
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1028,,,,1324,1695,28.433,2.734,4.311,11.143,44.971,5.19,6.57,21.131,10.862,1.966,5.154,11.399,26.07,4.407,5.326,19.734,4.868,1.861,4.691,11.057,20.634,4.354,4.753,17.053,19.804,2.391,4.56,11.174,35.91,4.852,5.926,19.961
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1029,,,,1038,1696,15.389,3.036,1.276,21.926,77.012,12.487,2.662,29.357,5.215,3.051,1.946,20.018,46.715,9.604,3.455,23.391,1.304,3.187,1.545,19.892,34.072,8.124,3.631,19.183,10.325,3.072,1.466,21.109,61.714,10.971,3.029,25.97
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1030,,,,1836,1694,43.997,2.197,3.824,14.122,16.28,9.374,4.076,14.026,21.873,1.991,2.287,16.444,11.637,8.961,3.542,13.739,22.787,1.83,3.19,17.109,17.812,8.965,3.702,15.146,35.934,2.078,3.479,15.163,16.119,9.22,3.917,14.278
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1031,,,,1943,1694,20.5,7.101,2.079,14.235,23.359,9.224,3.198,16.252,6.966,8.04,1.346,16.178,24.158,9.606,2.847,18.53,2.415,8.007,0.721,15.313,27.852,9.841,2.633,17.945,13.793,7.485,1.628,14.844,24.554,9.438,3.002,17.066
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1032,,,,1849,1697,34.099,2.103,3.936,18.04,14.388,14.912,3.714,17.384,8.421,2.076,14.549,20.671,10.372,11.774,2.265,15.183,8.432,1.898,10.495,18.784,12.11,9.708,2.577,14.893,22.868,2.041,7.439,18.66,13.12,12.958,3.168,16.34
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1034,,,,1885,1701,18.113,1.66,3.54,31.273,58.105,13.946,3.498,30.975,14.14,0.997,7.267,17.98,36.675,9.528,3.568,20.251,12.062,0.932,7.191,16.921,28.395,8.724,3.535,18.055,16.052,1.377,5.035,25.653,47.621,11.98,3.519,26.15
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1035,,,,2115,1705,23.678,2.39,1.77,15.043,22.333,8.622,5.956,11.588,6.447,2.063,2.467,16.974,14.348,7.697,4.626,11.819,2.99,1.823,3.463,16.342,13.036,7.108,4.382,11.569,15.778,2.199,2.288,15.692,18.739,8.105,5.351,11.626
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1036,,,,1416,1705,51.388,2.055,5.001,14.658,21.226,5.032,5.016,16.908,13.937,1.884,4.449,14.719,20.006,4.138,4.128,15.84,3.761,1.68,3.605,13.218,15.802,3.84,3.52,12.915,32.409,1.931,4.558,14.332,19.698,4.566,4.48,15.748
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1037,,,,2101,1708,28.05,2.62,1.798,11.332,17.326,8.161,3.212,10.295,7.238,2.595,0.956,11.503,24.959,8.21,2.414,11.671,5.549,2.523,0.701,12.853,25.241,9.198,2.33,13.885,19.016,2.592,1.387,11.731,20.557,8.421,2.861,11.403
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1040,,,,932,1708,8.145,3.151,3.883,15.405,40.834,8.523,5.278,17.982,4.917,2.794,2.823,11.143,26.276,7.425,5.27,14.334,2.377,2.725,10.094,13.038,22.704,6.942,5.339,14.324,6.103,2.978,5.239,14.021,33.595,7.924,5.292,16.389
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1041,,,,1199,1708,42.193,3.779,1.178,21.957,44.209,10.571,4.427,23.939,18.638,3.132,0.649,28.179,42.099,12.04,3.699,24.259,6.804,2.328,0.801,28.223,27.522,10.335,3.909,22.647,28.588,3.275,0.986,24.71,39.304,10.753,4.163,23.641
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1042,,,,1840,1709,35.644,2.23,2.804,12.803,14.353,7.867,3.767,12.225,15,1.496,1.573,10.873,7.61,6.649,2.751,10.331,10.757,1.232,1.672,9.178,7.763,5.883,2.65,9.707,27.056,1.898,2.373,11.699,11.904,7.241,3.369,11.383
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1043,,,,1866,1708,25.024,2.037,12.381,13.214,16.413,5.676,4.494,14.921,7.646,2.224,11.961,12.853,6.689,5.939,3.307,9.565,11.496,1.646,16.348,14.353,10.805,6.005,3.464,14.105,18.676,1.952,13.454,13.488,13.421,5.808,4.03,13.923
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1045,,,,1060,1709,34.063,2.645,2.62,18.55,58.92,6.715,3.611,20.328,12.106,2.379,2.656,17.45,28.326,5.667,3.374,15.923,5.532,2.229,2.883,15.814,19.296,4.954,3.151,13.071,22.174,2.484,2.693,17.63,42.387,6.049,3.445,17.563
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1046,,,,1518,1710,9.151,1.385,5.056,18.715,43.521,5.111,4.852,24.012,2.689,2.078,2.639,15.629,20.273,4.809,5.476,17.447,0.446,2.081,2.813,12.616,15.508,4.286,5.268,13.658,5.661,1.699,4.007,16.556,31.804,4.842,5.081,20.084
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1047,,,,1636,1710,20.014,2.332,2.737,18.472,43.411,5.229,4.559,17.743,5.517,2.025,5.14,17.587,17.147,4.777,4.232,13.358,1.874,1.801,5.96,17.151,10.913,4.608,3.548,11.397,12.339,2.132,4.064,17.95,29.599,4.976,4.233,15.204
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1048,,,,1855,1709,18.704,1.245,8.11,17.531,34.486,7.582,3.216,18.499,5.772,1.866,4.132,14.193,14.056,6.689,2.916,14.482,8.074,1.591,11.72,14.447,12.231,7.525,3.226,15.179,14.112,1.419,8.647,16.249,25.683,7.457,3.182,17.067
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1049,,,,2211,1710,10.623,0.754,0.778,26.319,41.808,9.873,4.401,20.431,3.022,0.396,1.213,8.27,5.88,4.188,3.108,7.439,1.702,0.361,1.56,5.724,3.59,2.185,2.056,5.16,6.985,0.589,1.05,17.819,25.541,6.913,3.587,14.207
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1051,,,,875,1713,16.237,3.247,3.298,18.372,48.583,7.703,10.751,18.993,4.513,2.844,3.671,19.308,26.245,6.138,8.218,14.298,2.575,2.614,3.582,16.804,21.325,5.24,6.493,11.741,10.706,3.018,3.438,18.181,37.753,6.813,9.245,16.355
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1052,,,,1156,1712,10.134,1.798,1.866,12.502,44.2,5.671,4.809,16.955,2.727,1.757,2.27,9.321,20.619,4.942,3.881,12.428,1.549,1.82,2.269,8.408,14.574,4.117,3.469,10.076,6.677,1.795,2.04,10.925,32.676,5.17,4.316,14.472
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1053,,,,1474,1712,40.143,0.434,47.663,12.66,40.216,4.684,4.344,38.486,10.102,0.54,50.782,11.51,22.373,4.088,3.146,23.189,12.875,0.317,55.297,13.684,21.223,4.779,3.298,27.857,31.81,0.408,49.783,12.881,34.536,4.685,4.022,35.094
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1054,,,,1131,1714,33.705,3.814,4.271,17.009,40.184,7.173,4.578,17.532,13.442,3.605,4.398,17.218,27.978,6.22,3.995,15.893,5.839,3.401,4.72,17.088,23.634,5.787,4.069,15.424,23.072,3.675,4.402,17.07,33.834,6.655,4.341,16.706
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1055,,,,1665,1715,21.058,1.769,9.259,15.227,41.499,5.436,4.585,20.496,3.502,1.86,8.139,15.06,12.284,4.246,3.129,12.508,2.297,1.369,14.275,17.379,10.115,4.123,2.808,11.817,13.539,1.697,10.17,15.678,28.949,4.917,3.912,17.043
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1056,,,,2183,1715,17.021,2.447,2.14,16.88,20.56,13.381,6.793,16.158,5.328,2.242,3.768,18.57,10.581,13.384,5.369,14.64,1.276,1.851,4.252,15.961,8.122,11.035,4.496,11.611,11.495,2.283,2.893,17.01,16.053,12.89,6.04,14.916
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1057,,,,1236,1719,10.973,1.872,1.095,18.678,54.878,6.817,5.236,21.891,4.318,1.836,1.022,15.53,26.67,5.529,4.583,16.35,2.553,1.968,1.036,19.203,18.249,5.303,3.726,13.259,7.916,1.887,1.069,18.241,41.71,6.251,4.783,18.983
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1058,,,,939,1719,23.152,0.96,34.641,22.624,66.984,11.109,6.574,35.63,8.102,1.17,55.482,27.727,31.116,8.023,7.23,27.777,6.592,1.31,57.029,19.962,31.047,8.047,5.657,23.363,17.197,1.076,42.736,22.331,53.778,9.981,6.376,31.509
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1059,,,,1189,1718,36.974,2.927,3.79,15.272,34.561,6.151,3.51,17.036,13.738,2.433,3.385,14.302,24.303,5.56,3.527,16.106,4.178,2.423,2.576,13.803,20.854,5.81,3.553,14.503,25.479,2.725,3.45,14.771,29.654,5.965,3.523,16.312
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1060,,,,2112,1722,16.544,1.548,1.881,8.103,17.869,5.218,2.577,9.885,9.111,1.613,1.587,11.115,22.68,5.436,3.053,11.414,4.166,1.581,1.847,10.405,15.362,5.616,3.12,9.81,11.771,1.568,1.821,9.269,17.983,5.368,2.812,10.125
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1063,,,,1640,1721,35.853,2.051,3.726,16.757,14.78,4.343,3.177,11.734,10.341,1.413,3.003,17.77,10.636,4.46,2.724,12.808,5.306,1.58,2.913,20.104,9.277,4.245,2.702,11.652,23.853,1.825,3.399,17.775,12.694,4.337,2.981,11.892
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1065,,,,1674,1724,23.637,0.765,17.654,24.433,81.577,7.612,4.601,38.797,8.902,0.246,22.79,16.742,34.246,5.222,4.754,25.989,6.229,0.35,30.691,14.004,21.658,4.783,3.856,19.699,16.389,0.565,22.128,20.275,57.178,6.435,4.418,31.389
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1066,,,,1057,1725,32.216,2.16,3.249,15.481,32.035,9.638,5.612,19.845,12.4,2.292,2.876,15.246,20.68,8.425,4.463,19.108,4.637,2.427,3.33,14.534,17.074,7.105,4.024,15.367,22.425,2.243,3.195,15.231,26.607,8.856,5.046,18.734
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1068,,,,1628,1729,8.771,2.81,4.447,27.811,41.072,6.803,4.242,21.115,4.033,2.397,2.781,21.117,22.599,5.938,4.109,16.179,2.106,2.287,3.201,21.176,14.197,5.378,3.771,13.741,6.518,2.626,3.892,25.228,32.097,6.346,4.117,18.675
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1069,,,,932,1729,42.399,2.315,13.182,12.135,22.112,7.538,6.301,16.293,14.927,2.759,11.91,13.7,24.026,6.834,5.432,16.614,6.82,2.432,17.424,17.32,27.132,7.46,5.535,19.307,29.419,2.42,13.938,13.602,23.602,7.398,5.973,17.043
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1070,,,,1349,1730,19.336,2.004,3.939,16.935,35.176,5.477,3.382,18.582,7.786,2.543,3.559,13.512,24.373,5.183,3.299,17.845,2.674,2.317,3.18,13.118,18.964,5.186,3.167,17.72,12.824,2.193,3.673,15.283,28.93,5.344,3.311,18.216
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1071,,,,1380,1730,18.468,3.637,2.717,8.762,21.353,5.175,4.467,15.918,10.116,3.138,3.534,8.001,24.103,4.623,3.958,16.769,8.965,2.656,3.011,8.66,24.714,4.752,3.761,17.255,14.173,3.26,2.952,8.594,22.835,4.951,4.168,16.464
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1072,,,,1601,1727,13.87,0.112,40.081,15.143,26.971,4.201,3.415,28.368,3.861,0.634,34.803,12.774,10.508,3.779,2.87,18.935,1.79,0.987,30.209,10.886,7.945,3.24,2.621,14.023,9.082,0.42,36.725,13.678,19.296,3.892,3.122,23.153
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1074,,,,753,1732,20.184,4.972,0,46.567,85.585,27.611,9.572,45.795,9.934,6.186,0.002,33.038,80.349,18.075,10.013,32.108,3.763,5.908,0.142,26.41,65.717,14.388,10.103,27.018,14.159,5.443,0.035,38.979,79.746,22.5,9.789,38.507
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1075,,,,967,1730,38.459,2.795,8.976,14.076,39.147,7.244,4.389,15.964,9.957,2.044,15.011,14.148,18.496,5.532,3.235,12.629,2.229,1.664,13.195,13.531,13.763,5.176,3.236,11.352,23.509,2.361,11.36,13.97,28.511,6.37,3.855,14.131
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1076,,,,1410,1731,31.913,1.899,3.003,8.709,16.422,7.01,2.035,14.382,9.118,1.813,3.527,8.846,11.78,5.421,1.724,9.964,7.05,1.495,3.041,8.63,12.559,4.583,2.248,12.457,23.138,1.797,3.087,8.712,14.899,6.246,2.037,13.318
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1078,,,,1231,1732,37.664,1.382,1.054,62.049,43.317,9.766,2.446,26.882,11.955,1.374,1.171,52.818,33.098,7.919,2.23,24.405,3.328,1.464,1.362,49.561,26.367,7.571,1.841,19.384,25.035,1.399,1.145,57.479,37.563,8.919,2.269,24.734
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1079,,,,1260,1733,26.057,1.735,2.244,15.266,46.211,4.983,2.611,17.988,10.384,1.559,2.597,14.964,28.633,4.249,2.838,18.419,5.057,1.744,2.631,14.42,24.388,4.383,2.711,14.662,17.599,1.707,2.411,14.982,37.196,4.691,2.678,17.156
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1080,,,,1455,1736,36.957,1.126,3.585,8.497,16.6,3.755,3.219,11.692,13.586,1.321,3.711,13.788,16.256,3.863,2.957,11.649,4.18,1.336,3.658,15.337,10.114,3.309,2.859,12.283,24.77,1.213,3.627,11.122,15.035,3.674,3.084,11.82
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1082,,,,894,1738,24.22,2.961,3.122,24.558,55.406,11.179,8.047,23.055,8.313,2.754,3.249,22.141,33.598,8.694,6.412,17.629,2.347,2.668,3.309,21.322,19.676,7.733,5.565,13.466,15.34,2.843,3.196,23.23,41.816,9.785,7.077,19.501
